ALAMEDA:ALAMEDA,0.7631266740
ALAMEDA:ALBANY,-0.0359969372
ALAMEDA:BERKELEY,0.9262413006
ALAMEDA:CASTRO VALLEY,0.0702180226
ALAMEDA:DUBLIN,0.2013811083
ALAMEDA:EMERYVILLE,0.0387086964
ALAMEDA:FREMONT,-0.1168517049
ALAMEDA:HAYWARD,-1.2681362349
ALAMEDA:KENSINGTON,0.6775698682
ALAMEDA:LIVERMORE,0.0887258424
ALAMEDA:NEWARK,0.0113425359
ALAMEDA:OAKLAND,-0.8907268728
ALAMEDA:PIEDMONT,0.7279175644
ALAMEDA:PLEASANTON,0.3125839894
ALAMEDA:SAN LEANDRO,-0.2695167518
ALAMEDA:SAN LORENZO,-0.3709891667
ALAMEDA:SUNOL,0.2040123243
ALAMEDA:UNION CITY,-1.5979107989
ALPINE:MARKLEEVILLE,0.2988309425
AMADOR:IONE,0.0354461708
AMADOR:JACKSON,0.6104127913
AMADOR:PIONEER,-0.1376821486
AMADOR:PLYMOUTH,0.0653524301
AMADOR:SUTTER CREEK,0.4260537832
BUTTE:BANGOR,0.1077427085
BUTTE:BIGGS,0.2669898010
BUTTE:CHICO,0.1716566023
BUTTE:DURHAM,0.6650508360
BUTTE:FOREST RANCH,-0.2642808690
BUTTE:GRIDLEY,-0.0065339839
BUTTE:MAGALIA,0.2519074992
BUTTE:OROVILLE,-0.5999704241
BUTTE:PARADISE,0.1656147985
CALAVERAS:ANGELS CAMP,0.2750220833
CALAVERAS:ARNOLD,0.5786613876
CALAVERAS:COPPEROPOLIS,-0.1188382297
CALAVERAS:MURPHYS,0.1183776703
CALAVERAS:RAIL ROAD FLAT,0.4665888846
CALAVERAS:SAN ANDREAS,0.3542400706
CALAVERAS:VALLEY SPRINGS,-0.1602823877
CALAVERAS:WEST POINT,-0.1540659566
COLUSA:ARBUCKLE,-0.3339539954
COLUSA:COLUSA,-0.4839612580
COLUSA:GRIMES,-0.0764419808
COLUSA:MAXWELL,-0.1494491591
COLUSA:WILLIAMS,0.0048215277
CONTRA COSTA:ALAMO,-0.6398141549
CONTRA COSTA:ANTIOCH,-0.0006255200
CONTRA COSTA:BAY POINT,-0.9104587518
CONTRA COSTA:BRENTWOOD,0.6273602659
CONTRA COSTA:CLAYTON,0.3340436043
CONTRA COSTA:CONCORD,-0.3121735715
CONTRA COSTA:DANVILLE,-0.1463487734
CONTRA COSTA:DISCOVERY BAY,0.1043225059
CONTRA COSTA:EL CERRITO,0.9580141622
CONTRA COSTA:EL SOBRANTE,0.7770720538
CONTRA COSTA:HERCULES,-0.7993343914
CONTRA COSTA:KENSINGTON,0.6643901509
CONTRA COSTA:KNIGHTSEN,-0.3356814315
CONTRA COSTA:LAFAYETTE,0.7652531577
CONTRA COSTA:MARTINEZ,0.4566140464
CONTRA COSTA:MORAGA,0.1434567435
CONTRA COSTA:OAKLEY,0.5031421202
CONTRA COSTA:ORINDA,0.5534925464
CONTRA COSTA:PINOLE,0.0054143420
CONTRA COSTA:PITTSBURG,-1.1569117009
CONTRA COSTA:PLEASANT HILL,0.4455411440
CONTRA COSTA:RICHMOND,-1.2043306954
CONTRA COSTA:RODEO,-0.7812733790
CONTRA COSTA:SAN PABLO,-0.8573218110
CONTRA COSTA:SAN RAMON,-0.0719867782
CONTRA COSTA:WALNUT CREEK,0.4985046334
DEL NORTE:CRESCENT CITY,-0.2942118127
DEL NORTE:KLAMATH,1.2750998534
DEL NORTE:SMITH RIVER,-0.3784511608
EL DORADO:CAMERON PARK,0.2111587112
EL DORADO:CAMINO,-0.0597776725
EL DORADO:COOL,0.0345623420
EL DORADO:EL DORADO,0.6791889220
EL DORADO:EL DORADO HILLS,0.2074279403
EL DORADO:GEORGETOWN,0.4350510289
EL DORADO:PLACERVILLE,0.1508805083
EL DORADO:POLLOCK PINES,0.0113450865
EL DORADO:RESCUE,0.1769131944
EL DORADO:SHINGLE SPRINGS,-1.0299673918
EL DORADO:SOMERSET,-0.1674751879
EL DORADO:SOUTH LAKE TAHOE,0.4164268445
FRESNO:CANTUA CREEK,-0.1181156814
FRESNO:CARUTHERS,-0.4762819939
FRESNO:CLOVIS,1.1574413557
FRESNO:COALINGA,-0.5444122807
FRESNO:DEL REY,-0.2056808807
FRESNO:DUNLAP,0.3337598840
FRESNO:FIREBAUGH,-0.4786390206
FRESNO:FIVE POINTS,-0.1403639261
FRESNO:FOWLER,-0.1084793692
FRESNO:FRESNO,0.1692049761
FRESNO:HURON,-0.4327911991
FRESNO:KERMAN,-0.8342931581
FRESNO:KINGSBURG,0.9301375541
FRESNO:LATON,-0.2645486070
FRESNO:MENDOTA,-0.5848127759
FRESNO:ORANGE COVE,-0.6115686068
FRESNO:PARLIER,-0.2386762224
FRESNO:PINEDALE,-0.1025136890
FRESNO:PRATHER,1.4169993904
FRESNO:RAISIN CITY,-0.2216675863
FRESNO:REEDLEY,-0.4876988596
FRESNO:RIVERDALE,-0.0656414405
FRESNO:SANGER,0.5425111445
FRESNO:SAN JOAQUIN,-0.3358529476
FRESNO:SELMA,-0.4209724685
FRESNO:SIMI VALLEY,1.1182009859
FRESNO:TRANQUILLITY,-0.1219653839
GLENN:HAMILTON CITY,0.0018511171
GLENN:ORLAND,-0.2284947871
GLENN:PRINCETON,0.4351493651
GLENN:WILLOWS,-0.5370027993
HUMBOLDT:ARCATA,1.0845412849
HUMBOLDT:BAYSIDE,-0.1964154424
HUMBOLDT:BLUE LAKE,-0.4032364685
HUMBOLDT:EUREKA,-0.2332995783
HUMBOLDT:FERNDALE,0.4780322079
HUMBOLDT:FORTUNA,-0.3360481440
HUMBOLDT:HOOPA,-0.7282609357
HUMBOLDT:HYDESVILLE,-0.0517312609
HUMBOLDT:LOLETA,-0.3695203761
HUMBOLDT:MCKINLEYVILLE,0.3836272142
HUMBOLDT:ORLEANS,-0.3026558528
HUMBOLDT:PETROLIA,0.7608405397
HUMBOLDT:RIO DELL,-0.0350444129
HUMBOLDT:SCOTIA,-0.0660379510
HUMBOLDT:TRINIDAD,0.2277192712
HUMBOLDT:WHITETHORN,1.2404701204
HUMBOLDT:WILLOW CREEK,-0.4032364685
IMPERIAL:BRAWLEY,-0.2153686951
IMPERIAL:CALEXICO,-1.0129008105
IMPERIAL:CALIPATRIA,-0.2361470290
IMPERIAL:EL CENTRO,0.5163099852
IMPERIAL:HEBER,-0.3194192538
IMPERIAL:HOLTVILLE,-0.2891174936
IMPERIAL:IMPERIAL,-0.1695147258
IMPERIAL:NILAND,-0.0892743900
IMPERIAL:SEELEY,0.2976831654
IMPERIAL:WESTMORLAND,-0.1465162971
