ALAMEDA,-0.50480858
ALPINE,0.28554281
AMADOR,0.95513453
BUTTE,0.72446308
CALAVERAS,1.29924153
COLUSA,-0.99278428
CONTRA COSTA,-0.36275804
DEL NORTE,0.57564829
EL DORADO,1.01834427
FRESNO,-1.07661886
GLENN,-0.31388981
HUMBOLDT,1.00306475
IMPERIAL,-1.38113413
INYO,-0.24375675
KERN,-0.48623972
KINGS,-1.01472282
LAKE,0.43072059
LASSEN,0.11621393
LOS ANGELES,-0.46951174
MADERA,0.32497748
MARIN,1.01072393
MARIPOSA,0.88344927
MENDOCINO,0.85271438
MERCED,-0.79956947
MODOC,0.08764436
MONO,0.22633527
MONTEREY,-0.43184483
NAPA,0.01803501
NEVADA,1.44722608
ORANGE,0.20783634
PLACER,0.90047779
PLUMAS,0.75475071
RIVERSIDE,-0.30885580
SACRAMENTO,0.68150263
SAN BENITO,-0.73574320
SAN BERNARDINO,0.01826694
SAN DIEGO,0.37336953
SAN FRANCISCO,-0.50367770
SAN JOAQUIN,-0.42651441
SAN LUIS OBISPO,1.00593870
SAN MATEO,-0.48475210
SANTA BARBARA,0.62807952
SANTA CLARA,-0.68747359
SANTA CRUZ,1.08605374
SHASTA,0.95693932
SIERRA,-0.20580735
SISKIYOU,1.36744650
SOLANO,-0.43026302
SONOMA,0.50922190
STANISLAUS,0.14834768
SUTTER,0.27130437
TEHAMA,0.31536375
TRINITY,1.56024566
TULARE,-1.33453903
TUOLUMNE,1.41988189
VENTURA,0.07072071
YOLO,0.18304009
YUBA,-0.39050599
